<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.SNGS:SMAL;D;20181205;000000;29.5850000;29.6800000;27.9950000;27.9950000;68
MOEX.SNGS:SMAL;D;20181206;000000;29.8900000;29.8900000;28.3300000;28.3350000;76
MOEX.SNGS:SMAL;D;20181207;000000;29.0900000;29.8400000;28.2800000;28.2800000;81
MOEX.SNGS:SMAL;D;20181210;000000;28.0400000;28.0400000;28.0050000;28.0050000;50
MOEX.SNGS:SMAL;D;20181212;000000;27.7400000;27.7400000;27.7400000;27.7400000;4
MOEX.SNGS:SMAL;D;20181213;000000;28.1950000;28.9400000;28.1900000;28.9400000;76
MOEX.SNGS:SMAL;D;20181214;000000;28.0250000;28.0350000;27.8850000;27.8850000;19
MOEX.SNGS:SMAL;D;20181217;000000;28.3300000;28.3300000;28.1600000;28.3000000;175
MOEX.SNGS:SMAL;D;20181218;000000;27.5350000;27.8000000;27.4100000;27.4250000;95
MOEX.SNGS:SMAL;D;20181219;000000;27.5050000;27.7500000;27.5000000;27.7500000;55
MOEX.SNGS:SMAL;D;20181220;000000;27.1050000;27.7200000;25.9500000;27.7200000;239
MOEX.SNGS:SMAL;D;20181221;000000;27.6950000;27.6950000;27.0650000;27.0650000;13
MOEX.SNGS:SMAL;D;20181224;000000;26.8050000;26.8650000;26.7000000;26.8600000;20
MOEX.SNGS:SMAL;D;20181225;000000;26.1100000;26.1100000;26.1050000;26.1050000;89
MOEX.SNGS:SMAL;D;20181227;000000;26.6050000;26.9900000;26.6050000;26.9900000;85
MOEX.SNGS:SMAL;D;20181228;000000;25.9400000;26.6700000;25.3550000;26.6700000;41
MOEX.SNGS:SMAL;D;20181229;000000;26.9600000;26.9600000;26.9600000;26.9600000;52
MOEX.SNGS:SMAL;D;20190103;000000;27.3050000;28.5950000;27.2900000;27.2900000;83
MOEX.SNGS:SMAL;D;20190104;000000;26.6550000;26.6550000;26.6550000;26.6550000;10
MOEX.SNGS:SMAL;D;20190109;000000;26.3050000;27.0000000;25.9850000;27.0000000;140
MOEX.SNGS:SMAL;D;20190110;000000;26.8550000;26.8550000;26.8100000;26.8100000;96
MOEX.SNGS:SMAL;D;20190111;000000;26.1850000;27.5000000;26.0000000;27.5000000;33
MOEX.SNGS:SMAL;D;20190114;000000;27.8250000;27.8250000;27.8250000;27.8250000;2
MOEX.SNGS:SMAL;D;20190115;000000;27.9800000;28.3200000;27.5100000;27.5300000;38
MOEX.SNGS:SMAL;D;20190116;000000;26.8900000;28.3200000;26.8900000;27.9200000;148
MOEX.SNGS:SMAL;D;20190117;000000;27.5800000;27.5800000;27.5700000;27.5700000;93
MOEX.SNGS:SMAL;D;20190118;000000;27.9850000;27.9850000;27.6950000;27.9050000;46
MOEX.SNGS:SMAL;D;20190121;000000;27.9000000;27.9000000;27.8900000;27.8900000;10
MOEX.SNGS:SMAL;D;20190123;000000;28.0900000;28.0900000;27.6650000;27.6650000;93
MOEX.SNGS:SMAL;D;20190124;000000;27.6500000;27.7300000;27.3300000;27.3300000;28
MOEX.SNGS:SMAL;D;20190125;000000;27.5700000;27.5700000;27.2350000;27.2350000;148
MOEX.SNGS:SMAL;D;20190128;000000;27.7700000;27.7700000;27.4000000;27.5350000;119
MOEX.SNGS:SMAL;D;20190129;000000;27.0150000;27.5550000;27.0100000;27.2550000;92
MOEX.SNGS:SMAL;D;20190130;000000;27.5550000;27.5550000;27.3200000;27.3200000;76
MOEX.SNGS:SMAL;D;20190131;000000;27.3350000;27.3350000;27.3350000;27.3350000;20
MOEX.SNGS:SMAL;D;20190201;000000;27.6100000;27.6200000;27.3750000;27.3750000;56
MOEX.SNGS:SMAL;D;20190204;000000;27.6000000;27.6300000;27.2700000;27.2700000;100
MOEX.SNGS:SMAL;D;20190205;000000;27.6650000;27.6750000;27.3950000;27.3950000;75
MOEX.SNGS:SMAL;D;20190206;000000;27.4000000;27.4000000;27.4000000;27.4000000;6
MOEX.SNGS:SMAL;D;20190207;000000;27.3000000;27.3300000;27.1250000;27.1250000;9
MOEX.SNGS:SMAL;D;20190208;000000;27.0250000;27.0250000;26.8650000;26.8650000;102
MOEX.SNGS:SMAL;D;20190211;000000;27.0150000;27.0200000;26.8250000;26.8250000;21
MOEX.SNGS:SMAL;D;20190212;000000;27.0250000;27.0250000;26.7200000;26.9450000;6
MOEX.SNGS:SMAL;D;20190213;000000;26.8500000;26.8500000;26.3500000;26.3500000;41
MOEX.SNGS:SMAL;D;20190214;000000;26.2550000;26.4600000;26.2550000;26.4600000;70
MOEX.SNGS:SMAL;D;20190215;000000;26.5700000;26.7550000;26.5700000;26.7550000;11
MOEX.SNGS:SMAL;D;20190218;000000;26.3900000;26.8100000;26.3900000;26.5850000;94
MOEX.SNGS:SMAL;D;20190219;000000;26.6450000;26.6500000;26.3950000;26.3950000;14
MOEX.SNGS:SMAL;D;20190220;000000;26.3450000;26.7050000;26.3450000;26.7050000;5
MOEX.SNGS:SMAL;D;20190221;000000;26.5100000;26.5100000;26.5100000;26.5100000;2
MOEX.SNGS:SMAL;D;20190222;000000;26.4150000;26.7050000;26.4150000;26.7050000;103
MOEX.SNGS:SMAL;D;20190225;000000;26.4300000;26.8300000;26.2150000;26.4300000;77
MOEX.SNGS:SMAL;D;20190226;000000;26.6500000;26.9300000;26.2700000;26.3150000;72
MOEX.SNGS:SMAL;D;20190227;000000;26.9300000;26.9300000;26.0200000;26.0200000;114
MOEX.SNGS:SMAL;D;20190228;000000;26.5600000;26.5600000;25.7450000;26.0000000;63
MOEX.SNGS:SMAL;D;20190301;000000;25.7600000;25.8400000;25.6650000;25.8400000;55
MOEX.SNGS:SMAL;D;20190304;000000;25.5700000;25.7700000;25.4900000;25.4900000;66
MOEX.SNGS:SMAL;D;20190305;000000;25.4750000;25.4750000;25.3750000;25.4000000;13
MOEX.SNGS:SMAL;D;20190306;000000;25.5350000;25.6850000;25.4550000;25.6850000;87
MOEX.SNGS:SMAL;D;20190307;000000;25.3800000;25.5050000;25.2100000;25.2950000;78
MOEX.SNGS:SMAL;D;20190311;000000;25.1900000;25.2000000;24.7300000;24.7300000;85
MOEX.SNGS:SMAL;D;20190312;000000;24.6900000;24.9450000;24.5850000;24.5850000;120
MOEX.SNGS:SMAL;D;20190313;000000;24.8400000;24.8400000;24.2200000;24.2200000;82
MOEX.SNGS:SMAL;D;20190314;000000;24.2200000;24.5300000;24.1850000;24.5300000;76
MOEX.SNGS:SMAL;D;20190315;000000;24.4000000;24.5000000;24.2600000;24.5000000;28
MOEX.SNGS:SMAL;D;20190318;000000;24.6700000;25.0800000;24.3000000;25.0800000;212
MOEX.SNGS:SMAL;D;20190319;000000;24.5000000;25.0900000;24.5000000;25.0900000;13
MOEX.SNGS:SMAL;D;20190320;000000;25.0950000;25.4400000;24.8250000;24.8250000;53
MOEX.SNGS:SMAL;D;20190321;000000;25.2900000;25.3650000;24.9350000;25.3650000;25
MOEX.SNGS:SMAL;D;20190322;000000;24.8200000;25.3600000;24.5400000;24.5400000;81
MOEX.SNGS:SMAL;D;20190325;000000;24.6000000;24.8400000;24.4550000;24.4550000;40
MOEX.SNGS:SMAL;D;20190326;000000;24.2600000;24.8350000;24.2600000;24.8350000;26
MOEX.SNGS:SMAL;D;20190327;000000;24.8450000;24.8450000;24.7000000;24.8450000;44
MOEX.SNGS:SMAL;D;20190328;000000;24.4350000;24.4950000;24.4350000;24.4900000;32
MOEX.SNGS:SMAL;D;20190329;000000;24.5750000;24.9700000;24.5250000;24.9700000;55
MOEX.SNGS:SMAL;D;20190401;000000;24.8500000;25.4000000;24.8500000;25.3850000;24
MOEX.SNGS:SMAL;D;20190402;000000;24.9050000;25.4700000;24.8500000;25.1700000;194
MOEX.SNGS:SMAL;D;20190403;000000;25.2700000;25.2700000;25.2000000;25.2000000;11
MOEX.SNGS:SMAL;D;20190404;000000;25.4200000;25.5350000;25.4200000;25.5350000;15
MOEX.SNGS:SMAL;D;20190408;000000;25.3400000;25.6150000;25.3400000;25.6150000;60
MOEX.SNGS:SMAL;D;20190409;000000;25.5000000;25.5000000;25.5000000;25.5000000;1
MOEX.SNGS:SMAL;D;20190410;000000;25.6450000;25.6500000;25.3700000;25.3700000;12
MOEX.SNGS:SMAL;D;20190411;000000;25.1950000;25.1950000;25.1400000;25.1400000;11
MOEX.SNGS:SMAL;D;20190412;000000;25.4650000;25.4650000;25.4650000;25.4650000;1
MOEX.SNGS:SMAL;D;20190415;000000;25.0850000;25.2500000;25.0850000;25.0900000;92
MOEX.SNGS:SMAL;D;20190416;000000;24.8700000;25.0750000;24.5450000;24.9850000;150
MOEX.SNGS:SMAL;D;20190417;000000;25.1400000;25.4300000;25.0650000;25.4300000;87
MOEX.SNGS:SMAL;D;20190418;000000;24.9800000;25.4000000;24.8750000;24.9900000;89
MOEX.SNGS:SMAL;D;20190419;000000;24.9600000;25.4350000;24.8450000;25.4350000;85
MOEX.SNGS:SMAL;D;20190422;000000;25.0100000;25.0100000;24.9600000;25.0000000;140
MOEX.SNGS:SMAL;D;20190423;000000;24.9350000;25.1350000;24.8800000;25.1350000;43
MOEX.SNGS:SMAL;D;20190424;000000;24.4700000;24.7000000;24.3550000;24.6700000;81
MOEX.SNGS:SMAL;D;20190425;000000;24.5800000;24.8900000;24.3650000;24.8900000;139
MOEX.SNGS:SMAL;D;20190426;000000;24.7000000;24.7000000;24.5800000;24.5800000;42
MOEX.SNGS:SMAL;D;20190429;000000;24.4600000;24.4600000;24.4600000;24.4600000;37
MOEX.SNGS:SMAL;D;20190430;000000;24.4850000;24.7000000;24.4850000;24.5500000;101
MOEX.SNGS:SMAL;D;20190502;000000;24.3900000;24.3900000;24.3850000;24.3850000;70
MOEX.SNGS:SMAL;D;20190503;000000;24.8050000;24.8150000;24.8050000;24.8150000;2
MOEX.SNGS:SMAL;D;20190506;000000;24.5600000;24.5600000;24.5600000;24.5600000;47
MOEX.SNGS:SMAL;D;20190507;000000;24.8800000;24.8800000;24.8800000;24.8800000;2
MOEX.SNGS:SMAL;D;20190508;000000;24.9200000;24.9200000;24.6100000;24.8100000;63
MOEX.SNGS:SMAL;D;20190510;000000;24.5800000;24.5800000;24.2800000;24.2800000;33
MOEX.SNGS:SMAL;D;20190513;000000;24.5750000;24.5750000;24.1900000;24.1900000;45
MOEX.SNGS:SMAL;D;20190514;000000;24.0100000;24.2500000;24.0000000;24.2100000;87
MOEX.SNGS:SMAL;D;20190515;000000;24.0600000;24.6400000;24.0000000;24.0000000;36
MOEX.SNGS:SMAL;D;20190516;000000;24.2000000;24.5500000;23.9850000;24.5200000;49
MOEX.SNGS:SMAL;D;20190517;000000;24.2050000;24.2050000;23.9950000;24.1600000;60
MOEX.SNGS:SMAL;D;20190521;000000;24.2900000;24.3200000;24.2900000;24.3200000;9
MOEX.SNGS:SMAL;D;20190522;000000;24.3800000;24.3800000;24.3800000;24.3800000;1
MOEX.SNGS:SMAL;D;20190523;000000;24.2500000;24.2500000;24.2500000;24.2500000;15
MOEX.SNGS:SMAL;D;20190524;000000;23.9850000;23.9850000;23.9850000;23.9850000;50
MOEX.SNGS:SMAL;D;20190527;000000;24.2100000;24.2100000;24.2100000;24.2100000;1
MOEX.SNGS:SMAL;D;20190528;000000;24.8450000;24.8450000;24.3400000;24.3400000;333
MOEX.SNGS:SMAL;D;20190529;000000;24.2800000;24.5950000;24.2500000;24.5950000;22
MOEX.SNGS:SMAL;D;20190530;000000;24.7600000;25.0800000;24.7600000;25.0800000;213
MOEX.SNGS:SMAL;D;20190603;000000;24.8950000;25.0000000;24.7350000;24.9500000;306
MOEX.SNGS:SMAL;D;20190604;000000;23.6350000;25.1700000;23.6350000;25.1700000;70
MOEX.SNGS:SMAL;D;20190605;000000;24.6100000;25.5600000;24.6100000;25.2000000;131
MOEX.SNGS:SMAL;D;20190606;000000;25.6350000;25.6350000;25.1400000;25.1400000;4
MOEX.SNGS:SMAL;D;20190610;000000;25.5650000;25.5650000;25.5650000;25.5650000;4
MOEX.SNGS:SMAL;D;20190611;000000;25.3100000;25.7800000;25.3050000;25.7800000;5
MOEX.SNGS:SMAL;D;20190613;000000;25.3400000;25.3400000;25.1450000;25.1450000;63
MOEX.SNGS:SMAL;D;20190614;000000;25.0500000;25.3700000;24.6050000;25.3700000;99
MOEX.SNGS:SMAL;D;20190617;000000;25.0700000;25.1200000;25.0500000;25.1150000;101
MOEX.SNGS:SMAL;D;20190618;000000;25.2100000;25.7800000;25.2000000;25.7800000;28
MOEX.SNGS:SMAL;D;20190619;000000;25.3550000;25.7050000;24.7400000;25.2000000;107
MOEX.SNGS:SMAL;D;20190620;000000;25.3700000;25.9300000;25.3700000;25.9300000;65
MOEX.SNGS:SMAL;D;20190621;000000;25.9350000;26.1000000;25.7500000;25.7950000;119
MOEX.SNGS:SMAL;D;20190624;000000;25.5000000;25.8900000;24.9350000;25.8450000;60
MOEX.SNGS:SMAL;D;20190625;000000;25.5000000;25.8000000;25.5000000;25.8000000;50
MOEX.SNGS:SMAL;D;20190626;000000;25.9800000;26.2950000;25.9800000;26.2950000;68
MOEX.SNGS:SMAL;D;20190627;000000;26.1000000;26.4000000;26.1000000;26.4000000;31
MOEX.SNGS:SMAL;D;20190628;000000;26.3600000;26.4750000;26.3600000;26.3650000;21
MOEX.SNGS:SMAL;D;20190701;000000;26.1100000;26.5650000;26.0950000;26.5650000;75
MOEX.SNGS:SMAL;D;20190702;000000;26.1000000;26.6100000;26.1000000;26.6100000;169
MOEX.SNGS:SMAL;D;20190703;000000;26.5700000;26.8600000;26.5700000;26.8600000;216
MOEX.SNGS:SMAL;D;20190704;000000;26.6950000;26.8600000;26.6100000;26.7950000;138
MOEX.SNGS:SMAL;D;20190705;000000;26.7850000;26.9900000;26.7850000;26.9900000;31
MOEX.SNGS:SMAL;D;20190708;000000;26.6750000;28.0000000;25.9000000;26.8700000;192
MOEX.SNGS:SMAL;D;20190709;000000;26.9800000;27.0950000;26.9800000;27.0000000;138
MOEX.SNGS:SMAL;D;20190710;000000;27.1200000;27.2750000;26.8850000;27.2750000;71
MOEX.SNGS:SMAL;D;20190711;000000;26.7600000;26.9000000;26.7050000;26.7050000;73
MOEX.SNGS:SMAL;D;20190712;000000;26.4100000;26.8350000;26.4050000;26.8350000;111
MOEX.SNGS:SMAL;D;20190715;000000;26.6400000;27.2250000;26.6400000;26.6400000;91
MOEX.SNGS:SMAL;D;20190716;000000;26.7350000;26.7350000;26.4400000;26.7050000;144
MOEX.SNGS:SMAL;D;20190717;000000;26.4000000;26.9400000;26.3500000;26.9400000;111
MOEX.SNGS:SMAL;D;20190718;000000;26.2650000;26.2650000;26.1550000;26.1550000;78
MOEX.SNGS:SMAL;D;20190719;000000;26.2300000;26.2300000;26.0950000;26.0950000;96
MOEX.SNGS:SMAL;D;20190722;000000;26.6350000;26.6350000;25.9600000;25.9600000;214
MOEX.SNGS:SMAL;D;20190723;000000;25.8000000;26.5950000;25.7600000;26.5950000;227
MOEX.SNGS:SMAL;D;20190724;000000;27.2300000;27.2300000;26.7500000;26.7500000;89
MOEX.SNGS:SMAL;D;20190725;000000;26.3200000;26.8300000;26.3200000;26.7750000;103
MOEX.SNGS:SMAL;D;20190726;000000;26.8200000;26.8200000;26.1900000;26.5350000;30
MOEX.SNGS:SMAL;D;20190729;000000;25.8700000;26.6150000;25.8700000;26.6150000;138
MOEX.SNGS:SMAL;D;20190730;000000;26.4850000;26.9350000;26.4850000;26.6850000;85
MOEX.SNGS:SMAL;D;20190731;000000;26.3100000;26.9700000;26.3100000;26.9700000;27
MOEX.SNGS:SMAL;D;20190801;000000;26.3450000;27.2100000;26.3450000;26.7400000;96
MOEX.SNGS:SMAL;D;20190802;000000;27.3200000;27.3200000;26.4200000;26.7650000;163
MOEX.SNGS:SMAL;D;20190805;000000;26.5700000;26.7700000;26.5650000;26.7700000;14
MOEX.SNGS:SMAL;D;20190806;000000;26.2450000;26.7950000;26.1000000;26.1000000;8
MOEX.SNGS:SMAL;D;20190807;000000;27.1000000;27.1000000;25.8100000;25.9150000;163
MOEX.SNGS:SMAL;D;20190809;000000;26.0350000;26.4500000;25.9300000;26.4500000;121
MOEX.SNGS:SMAL;D;20190812;000000;27.1000000;27.1000000;26.2350000;26.6900000;99
MOEX.SNGS:SMAL;D;20190813;000000;26.5400000;28.6400000;26.3050000;28.6400000;157
MOEX.SNGS:SMAL;D;20190814;000000;26.3400000;26.9900000;25.0200000;26.3550000;279
MOEX.SNGS:SMAL;D;20190815;000000;25.8750000;26.0800000;25.8100000;25.8100000;206
MOEX.SNGS:SMAL;D;20190816;000000;25.2050000;25.8000000;25.2050000;25.6150000;207
MOEX.SNGS:SMAL;D;20190819;000000;25.4500000;25.8950000;25.4150000;25.8950000;75
MOEX.SNGS:SMAL;D;20190820;000000;24.9700000;26.6900000;24.9700000;26.3450000;112
MOEX.SNGS:SMAL;D;20190821;000000;25.3250000;25.7000000;25.3250000;25.6600000;194
MOEX.SNGS:SMAL;D;20190822;000000;25.4800000;26.2050000;25.4500000;26.2050000;60
MOEX.SNGS:SMAL;D;20190823;000000;25.1750000;26.1650000;25.1750000;26.1650000;119
MOEX.SNGS:SMAL;D;20190826;000000;25.2300000;25.2300000;25.2300000;25.2300000;11
MOEX.SNGS:SMAL;D;20190827;000000;25.4650000;26.2700000;25.4650000;26.2700000;154
MOEX.SNGS:SMAL;D;20190828;000000;25.2600000;26.2350000;25.2600000;26.2350000;133
MOEX.SNGS:SMAL;D;20190829;000000;25.2900000;26.7900000;25.2900000;26.5950000;27
MOEX.SNGS:SMAL;D;20190830;000000;25.2550000;27.0400000;25.2550000;27.0400000;321
MOEX.SNGS:SMAL;D;20190902;000000;26.5550000;30.5850000;26.5550000;30.5850000;659
MOEX.SNGS:SMAL;D;20190903;000000;30.1300000;36.9950000;29.3500000;36.2900000;1.648
MOEX.SNGS:SMAL;D;20190904;000000;35.6700000;38.3350000;33.0500000;35.0000000;669
MOEX.SNGS:SMAL;D;20190905;000000;35.0000000;35.0000000;33.1700000;33.7000000;266
MOEX.SNGS:SMAL;D;20190906;000000;32.8700000;34.4950000;32.5000000;34.4950000;280
MOEX.SNGS:SMAL;D;20190909;000000;33.1550000;34.2250000;32.9000000;32.9000000;127
MOEX.SNGS:SMAL;D;20190910;000000;32.8250000;34.3900000;32.8250000;33.5000000;58
MOEX.SNGS:SMAL;D;20190911;000000;34.8000000;35.9650000;34.2500000;35.9050000;245
MOEX.SNGS:SMAL;D;20190912;000000;35.9100000;37.6950000;35.8950000;36.4500000;92
MOEX.SNGS:SMAL;D;20190913;000000;36.8700000;37.8550000;36.3150000;36.3150000;100
MOEX.SNGS:SMAL;D;20190916;000000;39.7650000;39.7650000;37.1150000;37.1150000;102
MOEX.SNGS:SMAL;D;20190917;000000;37.9850000;39.8850000;36.1000000;36.3600000;391
MOEX.SNGS:SMAL;D;20190918;000000;36.9950000;36.9950000;35.2600000;35.6850000;311
MOEX.SNGS:SMAL;D;20190919;000000;35.1400000;36.0000000;35.1400000;35.8000000;227
MOEX.SNGS:SMAL;D;20190920;000000;37.0000000;37.0000000;35.2150000;35.3700000;189
MOEX.SNGS:SMAL;D;20190923;000000;35.9950000;35.9950000;34.9000000;35.3750000;216
MOEX.SNGS:SMAL;D;20190924;000000;35.3800000;35.3800000;34.8250000;34.8250000;106
MOEX.SNGS:SMAL;D;20190925;000000;32.8000000;34.4850000;32.8000000;34.1700000;119
MOEX.SNGS:SMAL;D;20190926;000000;36.0000000;36.0000000;34.0750000;34.6900000;375
MOEX.SNGS:SMAL;D;20190927;000000;34.7750000;35.0900000;34.7750000;35.0900000;155
MOEX.SNGS:SMAL;D;20190930;000000;35.4950000;35.5000000;34.3850000;35.4550000;278
MOEX.SNGS:SMAL;D;20191001;000000;32.7400000;37.0550000;32.7400000;36.0000000;191
MOEX.SNGS:SMAL;D;20191002;000000;35.4200000;36.4150000;33.1250000;33.1250000;198
